,noun_phrase,entity,entity_type
706,Biden,Mr. Trump,PERSON
707,Trump,George Stephanopoulos,PERSON
708,Gabriel Sherman,Donald Trump,PERSON
709,That,Bernie,PERSON
710,they,Biden,PERSON
711,Democratic Presidential Hopeful Klobuchar Proposes,Ethanol Rules,PERSON
712,"
Elizabeth Warren",Don McGahn,PERSON
713,Most polls,Biden,PERSON
714,Conservative commentator,Shapiro,PERSON
715,That survey,Biden,PERSON
716,this cycle,Biden,PERSON
717,which,Biden,PERSON
718,”The weekly Economist-YouGov poll,Warren,GPE
719,The Hill-Harrix X survey,Warren,GPE
720,She,Biden,PERSON
721,They,businessman Andrew Yang,PERSON
722,The MSNBC host,Barber,PERSON
723,we,Texas,GPE
724,He,Biden,PERSON
725,Trump,Biden,PERSON
726,it,Crazy [Sen.] Bernie Sanders,PERSON
727,North Korea's Kim Jong Un,Biden,PERSON
728,Trump,Kim,PERSON
729,that,the U.S.,GPE
730,Abe,Iran,GPE
731,That,Bernie,PERSON
732,they,Biden,PERSON
733,He,former Vice President Joe Biden,PERSON
734,Trump,Japan,GPE
735,he,daughter Ashley,PERSON
736,it,Hunter,PERSON
737,We,"STEVE BULLOCK
",PERSON
738,which,Anthony Weiner,PERSON
739,ex,son Teddy,PERSON
740,his father's ancestors,Civil War Union general Andrew Hickenlooper,PERSON
741,his father's ancestors,Religion,PERSON
742,Kim Jong Un,Donald Trump,PERSON
743,We,President Obama,PERSON
744,Der,Nick Cave,PERSON
745,that,Castro,PERSON
746,who,Donald Trump,PERSON
747,Ocasio-Cortez,Biden,PERSON
748,who,China,GPE
749,Trump,the United States,GPE
750,North Korea,Joe Biden ',PERSON
751,I,"A Low IQ Individual And Worse'
President Trump",PERSON
752,the Republican incumbent,Biden,PERSON
753,Trump,Biden,PERSON
754,Trump,Biden,PERSON
755,a campaign,Hunter,PERSON
756,the president,Rep. Adam B. Schiff,PERSON
757,they,Hunter Biden,PERSON
758,He,Trump,PERSON
759,that,Japan,GPE
760,he,the U.S.,GPE
761,The Trump administration,Japan,GPE
762,he,Swampman Joe Bidan,PERSON
763,he,Swampman Joe Biden,PERSON
764,North Korea,Washington,GPE
765,who,Donald Trump,PERSON
766,whose county seat,Newton,GPE
767,who,President Donald Trump,PERSON
768,who,President Barack Obama,PERSON
769,who,Israel,GPE
770,They,freshman Reps. Max RoseMax,PERSON
771,Democrats,a former Army Ranger,PERSON
772,US,Turkey,GPE
773,that,Mr. Steyer,PERSON
774,The poll,Senator Bernie Sanders,PERSON
775,That,Bernie,PERSON
776,they,Biden,PERSON
777,Those officials,CIA Directir John Brennan,PERSON
778,first,Obama,GPE
779,his,that Jimmy Carter,PERSON
780,who,Donald Trump,PERSON
781,a recent Morning Consult poll,Biden,PERSON
782,The incumbent,Republican Martha McSally,PERSON
783,The Democratic challenger,Mark Kelly,PERSON
784,I,Abbott,GPE
785,de Blasio,Vermont Sen. Bernie Sanders,PERSON
786,Trump,Harris,PERSON
787,that,Joe Biden,PERSON
788,he,Swampman Joe Biden,PERSON
789,He,Iowa,GPE
790,That,Bernie,PERSON
791,they,Biden,PERSON
792,that,Japan,GPE
793,he,the U.S.,GPE
794,The Trump administration,Japan,GPE
795,Washington,Joe Biden,PERSON
796,The Reuters story,Inslee,PERSON
797,that,the real Joe Biden,PERSON
798,he,Mr. de Blasio,PERSON
799,they,Mr. de Blasio,PERSON
800,that,Mr. de Blasio,PERSON
801,I,Joe Biden,PERSON
802,Mr. Williams,Pat Kiernan,PERSON
803,I,Warren,GPE
804,he,Japan,GPE
805,they,Japan,GPE
806,That,not only Japan,GPE
807,Many companies,China,GPE
808,businesses,China,GPE
809,it,Syria,GPE
810,it,Yemen,GPE
811,I,Iran,GPE
812,His latest book,Confessions,PERSON
813,That,Bernie,PERSON
814,they,Biden,PERSON
815,that,federal Pell Grants,PERSON
816,That,former Vice President Joe Biden,PERSON
817,I,Biden,PERSON
818,who,Donald Trump,PERSON
819,they,Jim Lower,PERSON
820,Amash,President Trump,PERSON
821,local Republican clubs,Lower,PERSON
822,they,Bill Clinton,PERSON
823,that,Gerald Ford,PERSON
824,“The View” co-host Meghan McCain,Klobuchar,PERSON
825,Democrats,McCain,PERSON
826,free trade policies,Clinton,PERSON
827,He,Marie Newman,PERSON
828,Donald Trump,Michigan,GPE
829,this,Biden,PERSON
830,that,Larkin,PERSON
831,I,Biden,PERSON
832,The one signed politician photo,former vice president Al Gore,PERSON
833,who,Inslee,PERSON
834,President Trump,the United States,GPE
835,Inslee,Sweden,GPE
836,the former vice president,the controversial 1994 Crime Bill,PERSON
837,that,Biden,PERSON
838,Trump,Biden,PERSON
839,"
Bremmer",Trump,PERSON
840,North Korean leader Kim Jong Un,former Vice President Joe Biden,PERSON
841,that,Biden,PERSON
842,Ben Domenech,Seth Meyers,PERSON
843,Britain,"the EU
Jeremy Hunt",PERSON
844,Trump,Kim Jong Un,PERSON
845,Trump,Kim Jong Un,PERSON
846,the National Rifle Association,Mr. Trump,PERSON
847,Mr. Biden,Ms. Warren,PERSON
848,he,Mr. Sanders,PERSON
849,Next,Joe Biden,PERSON
850,we,a Washington,GPE
851,The ones,Punisher,PERSON
852,The Pentagon,Jack Corrigan,PERSON
853,most,eventual nominee Hillary Clinton,PERSON
854,I,Bernie Sanders,PERSON
855,he,President Donald Trump,PERSON
856,Former Vice President Joe Biden,Philadelphia,GPE
857,he,former Senator Gary Hart,PERSON
858,Anyone,Joe Biden,PERSON
859,you,Wolf Blitzer-ed,PERSON
860, Other hopefuls,Biden,PERSON
861,North Korea’s Kim Jong Un,Biden,PERSON
862,Trump,Kim,PERSON
863,that,the U.S.,GPE
864,North Korean strongman Kim Jong UnKim Jong UnNorth Korea,Pompeo,PERSON
865,he,Rep. John Ratcliffe,PERSON
866,the source,Trump,PERSON
867,Israel,Reps. Omar,GPE
868,they,Omar,GPE
869,he,Omar,GPE
870,they,Israel,GPE
871,it,Florida,GPE
872,it,Puerto Rico,GPE
873,North Korea,Joe Biden ',PERSON
874,CNN,Sarah Sanders,PERSON
875,Trump,Rex Tillerson,PERSON
876,CNN's *Alisyn Camerota,Donald,PERSON
877,North Korea,Joe Biden*,PERSON
878,"
Co-host Jesse Watters",Kennedy,PERSON
879,Even Fox News,its own star Judge Andrew Napolitano,PERSON
880,we,Joe,PERSON
881,Joe”—also,Clinton,PERSON
882,they,Hillary,PERSON
883,he,Joe Biden,PERSON
884,Trump,Kim,PERSON
885,that,Japan,GPE
886,that,the U.S.,GPE
887,Abe,Iran,GPE
888,who,Biden,PERSON
889,Trump,Kim,PERSON
890,that,the U.S.,GPE
891,Abe,Iran,GPE
892,she,Joe Biden,PERSON
893,a reporter,Biden,PERSON
894,he,Mr. Trump,PERSON
895,39-year-old,Ben Terris,PERSON
896,Students,incoming student Ismail Ajjawi,PERSON
897,the officer,Dakhil,PERSON
898,Sanford,New Hampshire,GPE
899,Dakhil,Saudi Arabia,GPE
900,Tamaulipas state,Mexico,GPE
901,North Korea,Joe Biden,PERSON
902,North Korea,Joe Biden,PERSON
903,North Korea,2020 US presidential hopeful Joe Biden,PERSON
904,he,Kim Jong-un,PERSON
905,"
Biden",President Trump,PERSON
906,North Korea,Joe Biden,PERSON
907,de Blasio,Vermont Sen. Bernie Sanders,PERSON
908,who,Jon Snow,PERSON
909,we,Donald Trump,PERSON
910,oh my God,Donald Trump,PERSON
911,Trump,Biden,PERSON
912,the president,Biden,PERSON
913,Trump risks,Biden,PERSON
914,President Trump,Joe Biden,PERSON
915,who,Jon Snow,PERSON
916,The decision,David Hillburn,PERSON
917,he,CBS News Political Unit broadcast associate Aaron Navarro,PERSON
918,he,CBS News Campaign Reporter Alex Tin,PERSON
919,Republican President Donald Trump,former Vice President Joe Biden,PERSON
920,Trump,"""Sleepy Joe Biden",PERSON
921,Mattis,Biden,PERSON
922,Biden,Mattis,GPE
923,that,Iraq,GPE
924,they,Liverpool,GPE
925,Joe Biden,North Korea's Kim Jong Un,PERSON
926,Joe Biden,Kim Jong Un,PERSON
927,North Korea,Biden,PERSON
928,North Korean state media,former U.S. Vice President Joe Biden,PERSON
929,U.S. President Donald Trump,North Korea,GPE
930,That,just Joe,PERSON
931,Indianapolis Colts,drew Luck,PERSON
932,I,Andrew Luck,PERSON
933,Giuliani,Giuliani,PERSON
934,Trump,Giuliani,PERSON
935,his biggest focus,Biden,PERSON
936,Democrats,Giuliani,PERSON
937,Rep. Hakeem Jeffries,President Trump,PERSON
938,he,Swampman Joe Biden,PERSON
939,Trump,Biden,PERSON
940,Iran Policy,President Donald Trump,PERSON
941,The Daily Beast,O'Rourke,PERSON
942,I,Doug Jones,PERSON
943,Joe Biden,Jewish Insider,PERSON
944,Matthew Dowd,Lee Satterfield,PERSON
945,who,Jessa Merrill,PERSON
946,Dave Yonkman,Terence Samuel,PERSON
947,Seth Moulton,PTSD,GPE
948,what,Oregon,GPE
949,that,Donald Trump,PERSON
950,he,Texas,GPE
951,who,Donald Trump,PERSON
952,he,Sean Hannity,PERSON
953,One,Benjamin Dreyer,PERSON
954,that,former Vice President Joe Biden,PERSON
955,TEARS,LAWRENCE O’DONNELL,PERSON
956,that,Brian Williams,PERSON
957,MSNBC,host Joy Reid,PERSON
958,the captain,Biden,PERSON
959,he,Ernest Hemingway,PERSON
960,he,U.K. Prime Minister Boris Johnson,PERSON
961,the prime minister,Margaret Thatcher,PERSON
962,him,President Trump,PERSON
963,Nancy Pelosi,l’encontre de M. Cummings,PERSON
964,Le maire,de Baltimore,PERSON
965,The Democrats,the Race Card,PERSON
966,a directement apostrophé Donald Trump,de Baltimore,GPE
967,it,former Vice President Joe Biden,PERSON
968,I,Bernie Sanders,PERSON
969,his vessel,Donald Trump,PERSON
970,Giuliani,Giuliani,PERSON
971,Karen J. Greenberg,Redacting Democracy,PERSON
972,Attorney General William Barr,House Judiciary Committee Chairman Jerry Nadler,PERSON
973,US media,Mark Ames,PERSON
974,hawkish,Bolton,PERSON
975,Andrew Dessler,Alexander Kaufman,PERSON
976,Roberts,Exhibit A.,PERSON
977,which,Labour leader Clement Attlee,PERSON
978,Republicans,Garland,PERSON
979,that,Hickenlooper,PERSON
980,Bibi’s Gang,Otzma Yehudit,PERSON
981,The Zionists of America,Sheldon Adelson,PERSON
982,A major culprit,Mexico,GPE
983,it,Mexico,GPE
984,congressional Democrats,both U.S.,GPE
985,Churchill,Britain,GPE
986,they,Sen. Kamala D. Harris,PERSON
987,Sanders,Biden,PERSON
988,President Donald Trump,former Vice President Joe Biden,PERSON
989,North Korea,Joe Biden ',PERSON
990,I,"A Low IQ Individual And Worse'
President Trump",PERSON
991,de Blasio,Vermont Sen. Bernie Sanders,PERSON
992,She,CNN’s Anderson Cooper,PERSON
993,You,Patton,PERSON
994,he,James Comey,PERSON
995,them,Fruman,PERSON
996,I,Rich Lowry,PERSON
997,people,Joe Biden,PERSON
998,She,Biden,PERSON
999,Mitt Romney,Barack Obama,PERSON
1000,I,Biden,PERSON
1001,I,David,PERSON
1002,that,Bernie,PERSON
1003,he,Obama,GPE
1004,he,Obama,GPE
1005,Trump,Kim Jong Un,PERSON
1006,Trump,Kim Jong Un,PERSON
1007,Kamala Harris,Joe Biden,PERSON
1008,  Treasury Secretary Steven Mnuchin,Bloomberg,PERSON
1009,he,Elaine Chao,PERSON
1010,They,Israel,GPE
1011,who,Israel,GPE
1012,he,Joe Biden,PERSON
1013,Trump,Kim,PERSON
1014,that,Japan,GPE
1015,that,the U.S.,GPE
1016,Abe,Iran,GPE
1017,He,Biden,PERSON
1018,Capitalism,America,GPE
1019,Joe Biden’s campaign team,Donald Trump,PERSON
1020,Trump,Biden,PERSON
1021,Kim Jong Un,Joe Biden,PERSON
1022,they,Mr. Trump,PERSON
1023,you,Donald Trump,PERSON
1024,that,Canada,GPE
1025,Democratic presidential hopeful Rep. Seth Moulton,President Donald Trump,PERSON
1026,who,Biden,PERSON
1027,Trump,Kim,PERSON
1028,that,the U.S.,GPE
1029,Abe,Iran,GPE
1030,the visionary,GM president William ­Signius Knudsen,PERSON
1031,His thinking,Walter Reuther’s,PERSON
1032,the city,Philadelphia,GPE
1033,who,America,GPE
1034,Harris,Biden,PERSON
1035,This,Jill,PERSON
1036,I,Trump,PERSON
1037,This,Don,PERSON
1038,"
BREAK TRANSCRIPT",Sharon,PERSON
1039,you,Biden,PERSON
1040,Abe,Trump,PERSON
1041,Trump,Biden,PERSON
1042,An emerging antagonist,U.S Senator Kamala Harris,PERSON
1043,Biden,U.S. Senator Bernie Sanders,PERSON
1044,Paramedics,Figueroa,PERSON
1045,They,Figueroa,PERSON
1046,Tornadoes,Southern Plains,PERSON
1047,They,President Donald Trump,PERSON
1048,They,President Donald Trump,PERSON
1049,that,Mr. Biden,PERSON
1050,The best defense,Biden,PERSON
1051,who,Biden,PERSON
1052,Trump,Kim,PERSON
1053,that,the U.S.,GPE
1054,Abe,Iran,GPE
1055,President Clinton,NYC Mayor Rudy Giuliani,PERSON
1056,who,China,GPE
1057,Trump,Kim Jong Un,PERSON
1058,Trump,Kim Jong Un,PERSON
1059,which,the United States Embassy,GPE
1060,He,Sen. Elizabeth Warren,PERSON
1061,Wallace,Hemmer,PERSON
1062,he,Swampman Joe Biden,PERSON
1063,Trump,Kim Jong Un,PERSON
1064,he,Swampman Joe Biden,PERSON
1065,Biden,Mr. Trump,PERSON
1066,North Korea,Biden,PERSON
1067,he,Kim Jong-un,PERSON
1068,Biden,Pennsylvania,GPE
1069,Trump,Texas,GPE
1070,They,President Donald Trump,PERSON
1071,what,Barack Obama,PERSON
1072,I,Obama,PERSON
1073,I,Biden,PERSON
1074,they,Biden,PERSON
1075,they,Biden,PERSON
1076,who,Biden,PERSON
1077,Democrats,Stacey Abrams,PERSON
1078,we,[Brian Kemp,PERSON
1079,Obama’s leading choice,Valerie Jarrett,PERSON
1080,Barack Obama,Gerald Walpin,PERSON
1081,You,Matt,PERSON
1082,The most popular example,Solyndra,GPE
1083,The media,Obama,GPE
1084,You,Beto Rebound,PERSON
1085,that,Japan,GPE
1086,he,the U.S.,GPE
1087,The Trump administration,Japan,GPE
1088,Bernie Sanders,President Trump,PERSON
1089,Sanders,President Trump,PERSON
1090,he,Klobuchar,PERSON
1091,who,Klobuchar,PERSON
1092,that,Klobuchar,GPE
1093,John Bolton,Donald Trump,PERSON
1094,No Democrat,Texas,GPE
1095,Bitecofer's model,Texas,GPE
1096,You, Michael Bennet,PERSON
1097,Democratic voters,former Maryland congressman John Delaney,PERSON
1098,who,Clinton,PERSON
1099,she,Biden,PERSON
1100,Fenn,Harris,PERSON
1101,that,Elizabeth Warren,PERSON
1102,He,Tom Goins,PERSON
1103,Biden,New Hampshire,GPE
1104,three-quarters,former Vice President Joe Biden,PERSON
1105,That,Joe Biden,PERSON
1106,Biden,Obama,GPE
1107,Biden,New Hampshire,GPE
1108,that,Kristol,PERSON
1109,That,Bernie,PERSON
1110,they,Biden,PERSON
1111,who,Yulin Cruz,PERSON
1112,the plan,the United Kingdom,GPE
1113,he,Swampman Joe Biden,PERSON
1114,he,Donald Trump,PERSON
1115,Kim's recent missile tests,Japanese Prime Minister Shinzo Abe,PERSON
1116,Trump,Fox News correspondent John Roberts,PERSON
1117,I,"just a Harvard-educated, multilingual, war veteran Rhodes Scholar",PERSON
1118,who,Whoopi Goldberg,PERSON
1119,global climate change,Donald Trump,PERSON
1120,a new poll,Biden,PERSON
1121,He,President Donald Trump,PERSON
1122,Wallace,Buttigieg,PERSON
1123,liberals,Mr. Biden,PERSON
1124,he,Reagan,PERSON
1125,I,Teddy Kennedy,PERSON
1126,Mr. Biden,Bork,PERSON
1127,What,Robert Bork,PERSON
1128,I,Biden,PERSON
1129,I,Bork,PERSON
1130,that,Dean,PERSON
1131,You,Beto Rebound,PERSON
1132,Trump,the United States,GPE
1133,this moment,Gillibrand,PERSON
1134,former Vice President Joe Biden, President Donald Trump,PERSON
1135,"Jeremy Hunt
Tory leadership race",Tory leadership contender Rory Stewart,PERSON
1136,The most interesting candidate,Congresswoman Tulsi Gabbard,PERSON
1137,she,Israel,GPE
1138,that,the United States,GPE
1139,she,Senator Booker’s Environmental Justice Act,PERSON
1140,that,the U.S.,GPE
1141,mayor,loose fundraiser Steve Elmendorf,PERSON
1142,it,Nina Turner,PERSON
1143,"
Other donors",George Soros,PERSON
1144,"
Other donors",real estate developer Lawrence Hess,PERSON
1145,they,New Jersey Sen. Cory Booker,PERSON
1146,the Hegelian master-slave dialectic logic,China,GPE
1147,China,the U.S.,GPE
1148,China,America,GPE
1149,it,America,GPE
1150,The bill,Royal Assent,PERSON
1151,the next president,John Hickenlooper,PERSON
1152,I,Louisiana Gov. John Bel Edwards,PERSON
1153,CBS late-night host Stephen Colbert,former vice president Joe Biden,PERSON
1154,Co,Alexis Simendinger,PERSON
1155,he,Xi,PERSON
1156,they,Tillis,PERSON
1157,that,Tillis,PERSON
1158,TV’s “Rising” program,Sen. Tom Cotton,PERSON
1159,the United States,China,GPE
1160,Japan,Iran,GPE
1161,Lawmakers,Washington,GPE
1162,he,Jake Tapper,PERSON
1163,we,Joe,PERSON
1164,he,the anti-choice Hyde Amendment,PERSON
1165,he,Biden,PERSON
1166,he,Biden,PERSON
1167,that,Biden,PERSON
1168,Hamou,Biden,PERSON
1169,Lodge,his fellow Brahmins,PERSON
1170,the concept,founder Chris Hughes,PERSON
1171,the concept,former labor leader Andy Stern,PERSON
1172,he,Obama,GPE
1173,Democratic congresswoman Ilhan Omar,Donald Trump,PERSON
1174,we,Omar,PERSON
1175,he,Omar,PERSON
1176,Trump,Omar,PERSON
1177,Other notable names,Rep. Eric Swalwell,PERSON
1178,Rudy Giuliani,Iowa,GPE
1179,who,Iowa,GPE
1180,who,New Hampshire,GPE
1181,Bullock,New Hampshire,GPE
1182,Meghan Markle Will,Donald Trump,PERSON
1183,"
Meghan Markle",Donald Trump,PERSON
1184,One Question Wall Street,President Trump,PERSON
1185,which,the United States Embassy,GPE
1186,He,Ingraham,PERSON
1187,the name,Don Jr.,PERSON
1188,this,Don Jr,PERSON
1189,one,Bernie Sanders,PERSON
1190,That,comedian Ashley Nicole Black,PERSON
1191,Bill Bostock,Blake Marnell,PERSON
1192,Donald Trump,Blake Marnell,PERSON
1193,Photo,Blake Marnell,PERSON
1194,Donald Trump,Blake Marnell,PERSON
1195,The poll,Joe Biden,PERSON
1196,he,Mexico,GPE
1197,The first night's randomly chosen line-up,Pete Buttigieg,PERSON
1198,They,America,GPE
1199,President Trump,Washington County,GPE
1200,The president,Pennsylvania,GPE
1201,They,America,GPE
1202,President Trump,Washington County,GPE
1203,The president,Pennsylvania,GPE
1204,who,Hillary Clinton,PERSON
1205,Co,Alexis Simendinger,PERSON
1206,he,Hillary Clinton,PERSON
1207,TV’s “Rising” program,Rep. Andy Levin,PERSON
1208,We,Texas,GPE
1209,Clinton,Wisconsin,GPE
1210,one,t. Joe Biden,PERSON
1211,this,Mr. Nehring,PERSON
1212,who,President Trump,PERSON
1213,one,Donald Trump,PERSON
1214,Tulsi Gabbard,Kamala Harris,PERSON
1215,they,Jill,PERSON
1216,the Democrats,Trump,PERSON
1217,this,Ron Nehring,PERSON
1218,This,Deborah,PERSON
1219,they,rural America,GPE
1220,the next target,Texas,GPE
1221,Co,Alexis Simendinger,PERSON
1222,TV’s “Rising” program,Richard Beneville,PERSON
1223,TV’s “Rising” program,Sarah Riggs Amico,PERSON
1224,Who,Smith,PERSON
1225,Trump,Iran,GPE
1226,Saudi Arabia,Iran,GPE
1227,Trump,Biden,PERSON
1228,Trump,Biden,PERSON
1229,who,GOP Rep. Doug Collins,PERSON
1230,the House,"a ""clean"" stopgap measure",PERSON
1231,Those,Steve Valley,PERSON
1232,a storm,the Carolinas,GPE
1233,who,Isakson,GPE
1234,Mr. Zarif’s letter,Ms. Mogherini,PERSON
1235,Mr. Pence,Mr. Johnson,PERSON
1236,I,Netanyahu,PERSON
1237,NYT-- WSJ investigative reporter Gary Fields,Michael Rezendes,PERSON
1238,Former Rep. Jim Moran,Nelson Mullins,PERSON
1239,Renuka Rayasam,Rahul Javier Gilb,PERSON
1240,Hurricane Dorian,Alabama,GPE
1241,who,Zimbabwe,GPE
1242,One,Peter Doocy,PERSON
1243,who,Biden,PERSON
1244,Biden,Doocy,GPE
1245,I,Tom Nichols,PERSON
1246,you,New Hampshire,GPE
1247,he,Joe Biden,PERSON
1248,That,comedian Ashley Nicole Black,PERSON
1249,Democratic presidential hopeful Andrew Yang,Biden,PERSON
1250,Yang,CNN's John Berman,PERSON
1251,A column,Charlie Cook,PERSON
1252,the principal nominee,Senator Kamala Harris,PERSON
1253,it,Senator Elizabeth Warren,PERSON
1254,He,Andrew Yang,PERSON
1255,Amy Klobuchar,New Jersey Sen. Cory Booker,PERSON
